"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1905952637947949232","Sun Mar 30 23:39:19 +0000 2025","0","@itsumonoakun @jxwelsha Cocok sama didit prabowo wkwkw","1906491459341291954","","itsumonoakun","in","","0","0","0","https://x.com/undefined/status/1906491459341291954","40766691",
"1906248174001688580","Sun Mar 30 23:38:52 +0000 2025","0","@geloraco Prabowo punya agenda menghancurkan diri sendiri","1906491345621090728","","geloraco","in","","0","0","0","https://x.com/undefined/status/1906491345621090728","1062541883694444544",
"1902844464621818178","Sun Mar 30 23:38:49 +0000 2025","1","@dnlmma @prabowo @prabowo gembrot tapi psikopat penipu kejam dzolim pada rakyat pengecut. Perilakunya bejat sekali maka dia tidak layak memimpin negara!","1906491332513927210","","dnlmma","in","","0","0","0","https://x.com/undefined/status/1906491332513927210","1453629617076506625",
"1906491302914703586","Sun Mar 30 23:38:42 +0000 2025","2","solat dulu bray @prabowo https://t.co/XJ5DOsWVPE","1906491302914703586","https://pbs.twimg.com/media/GnU3uT4bkAAl3Bp.jpg","","in","","0","0","0","https://x.com/undefined/status/1906491302914703586","1477195088585379844",
"1905821451778932752","Sun Mar 30 23:38:19 +0000 2025","0","@Srik4ndiMuslim2 @prabowo Si plonga plongo bisa nya jawabannya gitu .... Harus dibongkar kebusukannya","1906491206496125340","","Srik4ndiMuslim2","in","","0","0","0","https://x.com/undefined/status/1906491206496125340","68751719",
"1906490540256071798","Sun Mar 30 23:35:40 +0000 2025","0","Bagus sih ayem Tapi jokowi sama SBY ya lihat lah itu kalau ga bener ya kasih masukan lah ke prabowo ini","1906490540256071798","","","in","","0","0","0","https://x.com/undefined/status/1906490540256071798","1387426130769051649",
"1906490529980047757","Sun Mar 30 23:35:37 +0000 2025","0","Guys you know what to do! Nothing morbid But do attach your #CabutUUTNI #TolakRUUPolri signage on your praying mat etc. The fight doesn't rest even on lebaran. Minal aidzin to everyone but Prabowo and his cronies","1906490529980047757","","","en","","0","0","0","https://x.com/undefined/status/1906490529980047757","2175489912",
"1906388576226676889","Sun Mar 30 23:35:31 +0000 2025","0","@LeonPriceleon48 Presiden Prabowo membawa visi besar untuk rakyat Indonesia","1906490504919081405","","LeonPriceleon48","in","","0","0","0","https://x.com/undefined/status/1906490504919081405","1685873208543842304",
"1906048313176347010","Sun Mar 30 23:35:23 +0000 2025","3","@zackymikey @Puspen_TNI @DivHumas_Polri @ListyoSigitP @prabowo @gibran_tweet Cieee mukibin penjilat bo'ol imigran Yaman ngamuk ","1906490469951144022","","zackymikey","in","","0","0","0","https://x.com/undefined/status/1906490469951144022","172158648",
"1906246028325478456","Sun Mar 30 23:35:20 +0000 2025","0","@Jateng_Twit Pantes Prabowo menang","1906490455384358957","","Jateng_Twit","in","","0","0","0","https://x.com/undefined/status/1906490455384358957","2576858468",
"1906388576226676889","Sun Mar 30 23:35:17 +0000 2025","0","@LeonPriceleon48 Kami percaya pada kemampuan Prabowo","1906490442822386071","","LeonPriceleon48","in","","0","0","0","https://x.com/undefined/status/1906490442822386071","1681518709129777152",
"1906490382466306480","Sun Mar 30 23:35:02 +0000 2025","0","Prabowo Salat Idulfitri di Masjid Istiqlal Polda Metro Kerahkan 710 Personel https://t.co/22jde2SK9K","1906490382466306480","","","in","","0","0","0","https://x.com/undefined/status/1906490382466306480","903229236051247104",
"1906490115553456538","Sun Mar 30 23:33:59 +0000 2025","0","#TPPhadiruntuksemuaDesa #BangunDesaBangunIndonesia #DesaTerdepanUntukIndonesia #RamadanTenangMenyenangkan @prabowo @YandriSusanto27 @kemendespdt @ArizaPatria @AbdiYahdil97895 @NursaidM @DesaPesonaNusantara https://t.co/nt1EulHdyD","1906490115553456538","https://pbs.twimg.com/ext_tw_video_thumb/1906490047765123072/pu/img/ifIkPfKsTZUnSbyh.jpg","","qme","","0","0","0","https://x.com/undefined/status/1906490115553456538","1312451653",
"1906466244980805680","Sun Mar 30 23:33:45 +0000 2025","0","@denareshhh prabowo","1906490056539504715","","denareshhh","pl","","0","0","0","https://x.com/undefined/status/1906490056539504715","1247218429787955200",
"1906300892917465367","Sun Mar 30 23:32:54 +0000 2025","0","@FayaAtika @prabowo Salah pilih pemimpin tolol tapi rakus","1906489843234074679","","FayaAtika","in","","0","0","0","https://x.com/undefined/status/1906489843234074679","2868622952",
"1905879110200746481","Sun Mar 30 23:32:49 +0000 2025","0","@99propaganda Bukannya Mahfud MD sendiri yg bilang klo pak prabowo punya rencana ubah uu ini dari lama? Gmn si? Ko jadi beda gitu. Bagus lah g gua pilih","1906489822241554498","","99propaganda","in","","0","0","0","https://x.com/undefined/status/1906489822241554498","260984994",
"1906114066365743190","Sun Mar 30 23:32:43 +0000 2025","0","@bachrum_achmadi @prabowo Ooooo tidak bisa...kan mereka yg biayai kmln makanya bisa jadi plesiden....hahahha","1906489797834866910","","bachrum_achmadi","in","","0","0","0","https://x.com/undefined/status/1906489797834866910","1618292408424484867",
"1906489779795210404","Sun Mar 30 23:32:39 +0000 2025","3","minal aidzin semua! semua sudah kumaafkan kecuali prabowo jokowi gibran dan antek - anteknya ","1906489779795210404","","","in","","0","0","0","https://x.com/undefined/status/1906489779795210404","1094583752",
"1906489776355836200","Sun Mar 30 23:32:38 +0000 2025","0","Presiden Prabowo Subianto memberikan ucapan selamat Idulfitri 1446 Hijriah kepada seluruh umat Islam di Indonesia dan dunia. Di momen Lebaran Kepala Negara minta agar seluruh rakyat bisa mempererat silaturahmi. #prabowo #idulfitri #lebaran #1446hijirah #islam #Indonesia https://t.co/dfDuqEFpD0","1906489776355836200","https://pbs.twimg.com/ext_tw_video_thumb/1906489696710205440/pu/img/wbUcmrwy32PAOILD.jpg","","in","","0","0","0","https://x.com/undefined/status/1906489776355836200","2393930923",
"1905935818738524591","Sun Mar 30 23:32:15 +0000 2025","0","@Samudra_Biru90 @siregar_najeges @prabowo bisa gini ya?","1906489681916854613","","Samudra_Biru90","in","","0","0","0","https://x.com/undefined/status/1906489681916854613","2272322618",
"1902844464621818178","Sun Mar 30 23:32:14 +0000 2025","0","@dnlmma @prabowo Betul. Emang harus ada hukuman berat dan siksaan kekal untuk @prabowo. Dia tidak layak jadi Presiden. Sudah dzolim menindas rakyat pula. Rakyat dianggap seperti anjing itu tidak pantas! Semoga @prabowo diturunkan segera atau cepat kena sesuatu sebelum dia jadi lebih gila!","1906489677139566765","","dnlmma","in","","0","2","0","https://x.com/undefined/status/1906489677139566765","1453629617076506625",
"1905303631739703511","Sun Mar 30 23:31:37 +0000 2025","0","@KaredokLeunca__ @prabowo Atuh serba salah mak diantepkeun malah ngarusak sagalana. Giliran di bredel gogorowokan mrasa teraniaya. Trs kudu kumaha mak solusina","1906489523720401311","","KaredokLeunca__","in","","0","0","0","https://x.com/undefined/status/1906489523720401311","1117840107782885376",
"1906489496444760088","Sun Mar 30 23:31:31 +0000 2025","0"," Misi Prabowo: Makan bergizi untuk 82 9 juta anak dan ibu hamil. Mari kita dukung #MBGUntukIndonesia! https://t.co/n5CzZ05U6i","1906489496444760088","https://pbs.twimg.com/media/GnU2FR5boAAtehB.jpg","","in","","0","0","0","https://x.com/undefined/status/1906489496444760088","1249610369561067521",
"1906489485535351164","Sun Mar 30 23:31:28 +0000 2025","0","#TPPhadiruntuksemuaDesa #BangunDesaBangunIndonesia #DesaTerdepanUntukIndonesia #RamadanTenangMenyenangkan @prabowo @YandriSusanto27 @kemendespdt @ArizaPatria @AbdiYahdil97895 @NursaidM @DesaPesonaNusantara https://t.co/SizuOWVQ9i","1906489485535351164","https://pbs.twimg.com/ext_tw_video_thumb/1906489410541248512/pu/img/TA_45U8swQn82eR9.jpg","","qme","","0","0","0","https://x.com/undefined/status/1906489485535351164","1312451653",
"1905821451778932752","Sun Mar 30 23:30:22 +0000 2025","0","@Srik4ndiMuslim2 @prabowo Rismon sdh beberkan banyak bukti sekrang tinggal jokowi buktikan mana ijasah yg katanya asli itu. Berani ga!!??","1906489208191303693","","Srik4ndiMuslim2","in","","0","0","0","https://x.com/undefined/status/1906489208191303693","1757591290924183552",
"1906489129837408655","Sun Mar 30 23:30:04 +0000 2025","2","Presiden Prabowo Ucapkan Selamat Idulfitri: Momen Memperkuat Solidaritas Sosial https://t.co/QY85UoI07o #Lebaran","1906489129837408655","","","in","","0","0","1","https://x.com/undefined/status/1906489129837408655","43799886",
"1905821451778932752","Sun Mar 30 23:29:42 +0000 2025","0","@Srik4ndiMuslim2 @prabowo ","1906489039248871763","","Srik4ndiMuslim2","qme","","0","0","0","https://x.com/undefined/status/1906489039248871763","1609938147839979520",
"1906185746723336445","Sun Mar 30 23:27:50 +0000 2025","0","@SebatUlud @bacottetanggaid @DivHumas_Polri @prabowo @ListyoSigitP @Gerindra @habiburokhman Masih muda udah gemoy aja wkwk.","1906488569918841226","","kerakBe5i","in","","0","0","0","https://x.com/undefined/status/1906488569918841226","979149950876401665",
"1905855268253999271","Sun Mar 30 23:27:40 +0000 2025","0","@pujarngga iyh biar prabowo aj yg turun","1906488528672018448","","pujarngga","in","","0","0","0","https://x.com/undefined/status/1906488528672018448","1327634331775365122",
"1906488420089958604","Sun Mar 30 23:27:14 +0000 2025","0","Selamat lebaran semua minal aidzin wal faidzin semuanya gwe maapin kecuali pemerintahan negara Indonesia prabowo gibran mulyono parjo parcok israel jionis Oh ketinggalan satu lagi gakan gwe maapin buat orang2 yg nanya2 selain kabar pas lg silaturahmi","1906488420089958604","","","in","","0","0","0","https://x.com/undefined/status/1906488420089958604","1639587960",
"1906488351802458202","Sun Mar 30 23:26:58 +0000 2025","0","minal aidzin wal faidzin semuanya kecuali prabowo jokowi sekeluarga rezim tni polisi n buzzer.","1906488351802458202","","","in","","0","0","0","https://x.com/undefined/status/1906488351802458202","1780900737498963968",
"1906488187721314443","Sun Mar 30 23:26:19 +0000 2025","0","@jokowi @prabowo @gibran_tweet dan jajarannya serta para penjilatnya","1906488187721314443","","jokowi","in","","0","0","0","https://x.com/undefined/status/1906488187721314443","2933160348",
"1906488178628075868","Sun Mar 30 23:26:17 +0000 2025","0","happy eid mubarak &amp; free palestine! taqaballahu minna wa minkum taqabal yaa karim. semua dimaafkan kecuali @prabowo @jokowi @gibran_tweet @erickthohir @andre_rosiade dan kroni2nya","1906488178628075868","","","in","","0","0","0","https://x.com/undefined/status/1906488178628075868","1214465186",
"1906207526959419763","Sun Mar 30 23:25:55 +0000 2025","0","@Anak__Ogi @prabowo INDONESIA GELAP #CabutUUTNI #TolakRUUPolri","1906488085741011453","","Anak__Ogi","in","","0","0","0","https://x.com/undefined/status/1906488085741011453","1627678402705776641",
"1906486602580554075","Sun Mar 30 23:20:01 +0000 2025","0","Inilah contoh oemimpin buruk dan gak ada malu @prabowo","1906486602580554075","","","in","","0","0","0","https://x.com/undefined/status/1906486602580554075","1825474490903748608",
"1906486597815881758","Sun Mar 30 23:20:00 +0000 2025","0","Prabowo undang mantan presiden mantan wapres halalbihalal di Istana https://t.co/8f3I6qL7Qm","1906486597815881758","","","in","","0","0","0","https://x.com/undefined/status/1906486597815881758","1006054070077964289",
"1906486437090062783","Sun Mar 30 23:19:22 +0000 2025","0","ngobrol ap ngobrol.. ngopi lah @prabowo","1906486437090062783","","","in","","0","0","0","https://x.com/undefined/status/1906486437090062783","1295871213617651712",
"1906286053021118682","Sun Mar 30 23:19:09 +0000 2025","0","@OposisiCerdas Utk apa kamu pakai zakat fitrah.. kok @prabowo gak ada malu y? Dah gak mampus tebal muka gak ada etika .... lengkap dah","1906486386129350934","","OposisiCerdas","in","","0","0","0","https://x.com/undefined/status/1906486386129350934","1825474490903748608",
"1905969687743377801","Sun Mar 30 23:17:48 +0000 2025","0","@BosPurwa @prabowo @KejaksaanRI ET udah datang di awal duluan ga tau buat nego atau diperiksa ya. Yang psti stlh ET dtg Ahok diperiksa Mia Aminati dpt jabatan komisaris bank BUMN nama saudaranya ET ga lg terdengar. So kesimpulannya? Selesai sampai ke akar2nya ga tuh kasus?","1906486045765783995","","BosPurwa","in","","0","1","0","https://x.com/undefined/status/1906486045765783995","85495565",
"1906486018318188937","Sun Mar 30 23:17:42 +0000 2025","0","Prabowo: Momen Idulfitri Memperkokoh Persatuan Bangsa https://t.co/v3xgYulq2p","1906486018318188937","","","in","","0","0","1","https://x.com/undefined/status/1906486018318188937","1582972008479920129",
"1906204348155138155","Sun Mar 30 23:17:32 +0000 2025","1","@RidaGusti @prabowo Kamu GARONG","1906485979369853422","","RidaGusti","in","","0","0","0","https://x.com/undefined/status/1906485979369853422","1884976589039190016",
"1905969687743377801","Sun Mar 30 23:17:20 +0000 2025","0","@BosPurwa @prabowo @KejaksaanRI Banyak Manfaat Bagi Warga Papua Dari Program Otsus dan DOB #PapuaMaju https://t.co/nqrCjTwa59","1906485927914123417","https://pbs.twimg.com/media/GnUy17NbgAAwReM.jpg","BosPurwa","in","","0","0","0","https://x.com/undefined/status/1906485927914123417","593646962",
"1906204348155138155","Sun Mar 30 23:17:02 +0000 2025","0","@lowlax6679 @prabowo Minta linknya dong","1906485850072047806","","lowlax6679","in","","0","1","0","https://x.com/undefined/status/1906485850072047806","1884976589039190016",
"1906485634577170653","Sun Mar 30 23:16:10 +0000 2025","44","minal aidzin wal faizin dan selamat lebaran semua!! kecuali prabowo gibran jokowi kabinet merah putih buzzer TNI POLRI DPR RI","1906485634577170653","","","in","","0","0","10","https://x.com/undefined/status/1906485634577170653","824509380804571137",
"1906048313176347010","Sun Mar 30 23:16:07 +0000 2025","0","@Rizieq_Sangean @Puspen_TNI @DivHumas_Polri @ListyoSigitP @prabowo @gibran_tweet Itu jelas adu domba sesama wni. Smga yg diadu TDK mau mkpun atas nama agama .","1906485620102566304","","Rizieq_Sangean","in","","0","0","0","https://x.com/undefined/status/1906485620102566304","1043890523495264256",
"1905946941248430228","Sun Mar 30 23:16:00 +0000 2025","1","@Simemaki Berarti dana bansos untuk kepentingan penguasa lebih banyak dari dana MBG yg bikin keuangan negara cetak ya ini bansos dan MBG teruslah ngutang pak @prabowo sampai Indonesia tak mampu lagi bayar hutang dan bunganya. Tinggal diobral aja negara ini","1906485591644274927","","Simemaki","in","","0","0","0","https://x.com/undefined/status/1906485591644274927","1742049679037407232",
"1906485498681737467","Sun Mar 30 23:15:38 +0000 2025","21","Lebaran di era Prabowo-Gibran penuh dengan kemiskinan ","1906485498681737467","","","in","","0","0","8","https://x.com/undefined/status/1906485498681737467","1448621390345560069",
"1905821451778932752","Sun Mar 30 23:15:18 +0000 2025","0","@Srik4ndiMuslim2 @prabowo Wajah mu itu lho jelas² palsu....!!! Wajah bersahaja tetapi kelakuan mengobrak abrik system pemerintahan mengacau konstitusi dan merekayasa pemilu","1906485414732746847","","Srik4ndiMuslim2","in","","0","0","0","https://x.com/undefined/status/1906485414732746847","1061567003981361153",
"1906485354259272108","Sun Mar 30 23:15:03 +0000 2025","0","us when @prabowo @gibran_tweet","1906485354259272108","","","en","","0","0","0","https://x.com/undefined/status/1906485354259272108","863652764974329856",
"1906485339432370668","Sun Mar 30 23:15:00 +0000 2025","0","Lebaran Era Prabowo: Ekonomi Lesu! Uang Beredar Sedikit! Jumlah Pemudik Turun! https://t.co/pgx27peXEx","1906485339432370668","","","in","","0","0","0","https://x.com/undefined/status/1906485339432370668","853782937782714368",
"1905762229317980576","Sun Mar 30 23:14:32 +0000 2025","1","@zakariamlk mau jd stafsus prabowo aj","1906485224114114618","","zakariamlk","in","","0","0","0","https://x.com/undefined/status/1906485224114114618","1648823468811771906",
"1906048313176347010","Sun Mar 30 23:14:16 +0000 2025","0","@Rizieq_Sangean @Puspen_TNI @DivHumas_Polri @ListyoSigitP @prabowo @gibran_tweet Imam Jumbo bermulut kotor.","1906485156720017408","","Rizieq_Sangean","in","","0","0","0","https://x.com/undefined/status/1906485156720017408","1579627880555769856",
"1906485035013935279","Sun Mar 30 23:13:47 +0000 2025","0","Bagi @jokowi Ijazah tdk penting yg penting SKIL MENGGUNAKAN IJAZAH PALSU ATAU SKIL BERBOHONG &amp; BERDUSTA. DasaR BAJINGAN TOLOLLMMENJIJIKAN @prabowo @DPR_RI","1906485035013935279","","","in","","0","0","0","https://x.com/undefined/status/1906485035013935279","1388985354",
"1906020423344796157","Sun Mar 30 23:13:19 +0000 2025","0","@ea5632 @jorgianaaa @prabowo ","1906484916302520528","","ea5632","qme","","0","0","0","https://x.com/undefined/status/1906484916302520528","1453629617076506625",
"1906048313176347010","Sun Mar 30 23:12:37 +0000 2025","0","@yanto_heri12808 @Rizieq_Sangean @Puspen_TNI @DivHumas_Polri @ListyoSigitP @prabowo @gibran_tweet Pejabat pemerintah ompong... jendral ompong... #IndonesiaMakinGelap","1906484738812178830","","yanto_heri12808","in","","0","0","0","https://x.com/undefined/status/1906484738812178830","1542910605505736704",
"1906048313176347010","Sun Mar 30 23:12:01 +0000 2025","0","@CCICPolri @Rizieq_Sangean @Puspen_TNI @DivHumas_Polri @ListyoSigitP @prabowo @gibran_tweet Buktikan kami menunggu biar negara aman dari pemecah bela bangsa.","1906484589746651510","","CCICPolri","in","","0","0","0","https://x.com/undefined/status/1906484589746651510","1043890523495264256",
"1906028123243868337","Sun Mar 30 23:11:40 +0000 2025","0","@H4T14K4LN4L42 @DPR_RI @prabowo Jokowi manusia sampah amoral bejat dan terkutuk.","1906484499506249744","","H4T14K4LN4L42","in","","0","0","0","https://x.com/undefined/status/1906484499506249744","1579627880555769856",
